Epoch, training loss, validation loss, validation accuracy,,,
625,0.157508,0.304584,0.915000,,,
626,0.157279,0.304570,0.915000,,,
627,0.157029,0.304490,0.915000,,,
628,0.156869,0.304414,0.915000,,,
629,0.156605,0.304690,0.915000,,,
630,0.156374,0.304812,0.915000,,,
631,0.156147,0.304782,0.915000,,,
632,0.155909,0.304784,0.915000,,,
633,0.155710,0.304803,0.915000,,,
634,0.155464,0.304464,0.915000,,,
635,0.155218,0.304418,0.915000,,,
636,0.154997,0.304581,0.915000,,,
637,0.154836,0.305031,0.915000,,,
638,0.154569,0.304626,0.915000,,,
639,0.154358,0.304441,0.915000,,,
640,0.154105,0.304452,0.915000,,,
641,0.153940,0.304841,0.915000,,,
642,0.153661,0.304649,0.915000,,,
643,0.153420,0.304615,0.915000,,,
644,0.153212,0.304687,0.915000,,,
645,0.153013,0.304655,0.915000,,,
646,0.152827,0.304734,0.915000,,,
647,0.152523,0.304587,0.915000,,,
648,0.152394,0.304369,0.915000,,,
649,0.152135,0.304561,0.915000,,,
650,0.152057,0.305024,0.915000,,,
651,0.151741,0.304569,0.915000,,,
652,0.151444,0.304644,0.915000,,,
653,0.151244,0.304585,0.915000,,,
654,0.151017,0.304581,0.915000,,,
655,0.150851,0.304872,0.915000,,,
656,0.150561,0.304683,0.915000,,,
657,0.150392,0.304594,0.915000,,,
658,0.150131,0.304682,0.915000,,,
659,0.149905,0.304731,0.915000,,,
660,0.149684,0.304864,0.915000,,,
661,0.149448,0.304652,0.915000,,,
662,0.149296,0.304647,0.915000,,,
663,0.149030,0.304634,0.915000,,,
664,0.148852,0.304733,0.915000,,,
665,0.148606,0.304661,0.915000,,,
666,0.148378,0.304380,0.916000,,,
667,0.148174,0.304665,0.915000,,,
668,0.148002,0.304622,0.916000,,,
669,0.147792,0.304747,0.916000,,,
670,0.147515,0.304819,0.916000,,,
671,0.147323,0.304936,0.915000,,,
672,0.147097,0.304800,0.916000,,,
673,0.146885,0.304716,0.916000,,,
674,0.146677,0.304622,0.916000,,,
675,0.146464,0.304601,0.916000,,,
676,0.146261,0.304576,0.916000,,,
677,0.146124,0.304790,0.916000,,,
678,0.145839,0.304896,0.916000,,,
679,0.145678,0.304803,0.916000,,,
680,0.145418,0.304926,0.916000,,,
681,0.145236,0.305036,0.916000,,,
682,0.144992,0.304674,0.916000,,,
683,0.144782,0.304787,0.916000,,,
684,0.144550,0.304597,0.916000,,,
685,0.144343,0.304769,0.916000,,,
686,0.144196,0.304845,0.916000,,,
687,0.143900,0.304880,0.916000,,,
688,0.143746,0.304828,0.916000,,,
689,0.143559,0.304803,0.916000,,,
690,0.143327,0.304903,0.915000,,,
691,0.143122,0.304903,0.916000,,,
692,0.142860,0.304995,0.916000,,,
